song_id|song_title|song_release_date|song_release_year|song_release_month|song_release_day|apple_music_player_url
3876994|SICKO MODE|2018-08-03|2018|8|3|https://genius.com/songs/3876994/apple_music_player
3930563|Not Alike|2018-08-31|2018|8|31|https://genius.com/songs/3930563/apple_music_player
3807730|Nonstop|2018-06-29|2018|6|29|https://genius.com/songs/3807730/apple_music_player
3452330|Look Alive|2018-02-08|2018|2|8|https://genius.com/songs/3452330/apple_music_player
3943650|STOOPID|2018-10-05|2018|10|5|https://genius.com/songs/3943650/apple_music_player
3995556|Never Recover|2018-10-05|2018|10|5|https://genius.com/songs/3995556/apple_music_player
4061272|Don't Come Out the House|2018-11-02|2018|11|2|https://genius.com/songs/4061272/apple_music_player
3560011|Look Alive (Remix)|2018-03-04|2018|3|4|https://genius.com/songs/3560011/apple_music_player
3306601|Shoot|2017-06-30|2017|6|30|https://genius.com/songs/3306601/apple_music_player
3465481|Russian Cream|2018-01-24|2018|1|24|https://genius.com/songs/3465481/apple_music_player
2911624|Gang Gang|2016-10-31|2016|10|31|https://genius.com/songs/2911624/apple_music_player
3419096|Rover|2018-01-13|2018|1|13|https://genius.com/songs/3419096/apple_music_player
3583117|Rover 2.0|2018-03-23|2018|3|23|https://genius.com/songs/3583117/apple_music_player
3820393|Who Want the Smoke?|2018-07-06|2018|7|6|https://genius.com/songs/3820393/apple_music_player
3517536|Ion Get You|2018-02-14|2018|2|14|https://genius.com/songs/3517536/apple_music_player
3185597|Doin' It|2017-08-11|2017|8|11|https://genius.com/songs/3185597/apple_music_player
2853848|Fuck Everybody Intro|2016-09-08|2016|9|8|https://genius.com/songs/2853848/apple_music_player
3092548|Birthday|2017-05-18|2017|5|18|https://genius.com/songs/3092548/apple_music_player
3610752|Rolls Royce|2018-03-27|2018|3|27|https://genius.com/songs/3610752/apple_music_player
3723117|Exotic|2018-05-18|2018|5|18|https://genius.com/songs/3723117/apple_music_player
3751853|Cheat On Me|2018-05-04|2018|5|4|https://genius.com/songs/3751853/apple_music_player
2859017|Lil Bitch|2016-09-09|2016|9|9|https://genius.com/songs/2859017/apple_music_player
200913|Wax|2013-08-23|2013|8|23|https://genius.com/songs/200913/apple_music_player
4125725|Tic Tac Toe|2018-11-30|2018|11|30|https://genius.com/songs/4125725/apple_music_player
4230713|Temptation|2019-01-18|2019|1|18|https://genius.com/songs/4230713/apple_music_player
3185594|Important|2017-08-11|2017|8|11|https://genius.com/songs/3185594/apple_music_player
4230717|Promise U That|2019-01-18|2019|1|18|https://genius.com/songs/4230717/apple_music_player
3695492|Real Rich|2018-05-04|2018|5|4|https://genius.com/songs/3695492/apple_music_player
2393530|No Dealings|2016-10-31|2016|10|31|https://genius.com/songs/2393530/apple_music_player
3860524|Correct Me|2018-08-03|2018|8|3|https://genius.com/songs/3860524/apple_music_player
4108855|Since 6ix|2018-11-23|2018|11|23|https://genius.com/songs/4108855/apple_music_player
3517577|Super Fake|2018-02-14|2018|2|14|https://genius.com/songs/3517577/apple_music_player
3690100|Nun of Dat|2018-05-02|2018|5|2|https://genius.com/songs/3690100/apple_music_player
3875288|Wat U On|2018-08-03|2018|8|3|https://genius.com/songs/3875288/apple_music_player
3516240|LXXK DEAD.|2018-02-11|2018|2|11|https://genius.com/songs/3516240/apple_music_player
4014171|SHINE|2018-10-11|2018|10|11|https://genius.com/songs/4014171/apple_music_player
2857173|On Me|2016-09-08|2016|9|8|https://genius.com/songs/2857173/apple_music_player
3026758|Hurtin|2017-02-14|2017|2|14|https://genius.com/songs/3026758/apple_music_player
4094129|Yea!!|2018-11-16|2018|11|16|https://genius.com/songs/4094129/apple_music_player
3876645|Exactly|2018-08-03|2018|8|3|https://genius.com/songs/3876645/apple_music_player
3695455|Request Refused|2018-05-04|2018|5|4|https://genius.com/songs/3695455/apple_music_player
3652837|Hunnid Bands|2018-04-15|2018|4|15|https://genius.com/songs/3652837/apple_music_player
3806587|Hasta La Vista|2018-11-10|2018|11|10|https://genius.com/songs/3806587/apple_music_player
3554258|Stay Alive (Look Alive Remix)|2018-02-28|2018|2|28|https://genius.com/songs/3554258/apple_music_player
3860519|Dice Game|2018-08-03|2018|8|3|https://genius.com/songs/3860519/apple_music_player
3860520|Rush Hour|2018-08-03|2018|8|3|https://genius.com/songs/3860520/apple_music_player
3032349|More|2017-02-14|2017|2|14|https://genius.com/songs/3032349/apple_music_player
3930284|Uh Uh|2018-08-31|2018|8|31|https://genius.com/songs/3930284/apple_music_player
3517604|Back Then|2018-02-14|2018|2|14|https://genius.com/songs/3517604/apple_music_player
3722587|Orville Redenbacher|2018-05-16|2018|5|16|https://genius.com/songs/3722587/apple_music_player
3930287|Ight|2018-08-31|2018|8|31|https://genius.com/songs/3930287/apple_music_player
3787031|Ca$h Day|2018-05-01|2018|5|1|https://genius.com/songs/3787031/apple_music_player
3035673|Set Trip|2017-02-24|2017|2|24|https://genius.com/songs/3035673/apple_music_player
4039419|SICKO MODE (Skrillex Remix)|2018-11-28|2018|11|28|https://genius.com/songs/4039419/apple_music_player
4108856|Life Is Great|2018-11-23|2018|11|23|https://genius.com/songs/4108856/apple_music_player
3787030|M$Tadntplay|2018-05-01|2018|5|1|https://genius.com/songs/3787030/apple_music_player
3444470|First Day Bacc on Da Bloc|2017-06-30|2017|6|30|https://genius.com/songs/3444470/apple_music_player
3444476|No Chorus, Pt. 10|2017-06-30|2017|6|30|https://genius.com/songs/3444476/apple_music_player
2919941|Shine (WSHH Version)|2016-11-28|2016|11|28|https://genius.com/songs/2919941/apple_music_player
