producer_id|producer_name|producer_img_url
110|Pharrell Williams|https://images.genius.com/aa964e94a21e7b893801ed3a2bd389b8.1000x1000x1.jpg
1047738|Pi'erre Bourne|https://images.genius.com/48a9b6a3f208c0e3859bd5c1d5e0fb17.720x720x1.jpg
141265|Powers Pleasant|https://images.genius.com/0e49ee7e6bd2e0773a877f79cfcb5672.350x350x1.jpg
1640674|Prod3am|https://images.genius.com/e610a43a8cd1136b5b31632fbfc6ad3f.1000x1000x1.jpg
13872|Pyramid Vritra|https://images.genius.com/14d78b952064a89267979e6349f1a162.495x497x1.png
335975|Pyrexxz|https://assets.genius.com/images/default_avatar_300.png?1550608980
1179071|Quay Global|https://images.genius.com/b61006f4e1ecd98f5b31c9639686702d.559x559x1.jpg
2726|Quincy Jones|https://images.genius.com/36ead025160627b580da31fbf5ca34a7.750x750x1.jpg
27473|Rahki|https://images.genius.com/eb695f1719c7c4a88d6335270e690784.800x800x1.jpg
1341248|Red Drum|https://images.genius.com/646cc72aac0ecc7f5c9919e7a577f233.893x893x1.jpg
19824|Remo the Hitmaker|https://images.genius.com/b46be20618230df3e2de21b6888405df.340x176x1.jpg
473313|Richie Souf|https://images.genius.com/d14e2373be7cf1735bce96fe67c3b2c4.1000x1000x1.jpg
27794|Rick Rubin|https://images.genius.com/c10b9ff27fddc3000e3298dd22d6c886.300x300x1.jpg
37246|Ricky Racks|https://images.genius.com/a601add1e00e8cc999005694ec1c30de.483x483x1.png
46666|RIOMAC_HSP|https://assets.genius.com/images/default_avatar_300.png?1550608980
28305|Ron "Amen-Ra" Lawrence|https://images.genius.com/c2128156cee7d0d169f8e8eb1a34e4fd.1000x563x1.jpg
